Nombre,Posición,Temporadas,Puntos totales,Promedio de puntos por partido,Rebotes totales,Promedio de rebotes por partido,Asistencias totales,Promedio de asistencias por partido,Robos totales,Bloqueos totales,Porcentaje de tiros de campo,Porcentaje de tiros libres,Porcentaje de tiros triples
Magic Johnson,Base,13,17707,19.5,6559,7.2,10141,11.2,1724,374,52,84.8,30.3
